"","LIPNEG16JULY_03-D21_M26","LIPNEG16JULY_09-D21_M3","LIPNEG16JULY_16-D21_M10","LIPNEG16JULY_17-D21_M6","LIPNEG16JULY_21-D21_M5","LIPNEG16JULY_22-D21_M7","LIPNEG16JULY_23-D21_M21","LIPNEG16JULY_33-D21_M15","LIPNEG16JULY_35-D21_M24","LIPNEG16JULY_43-D21_M1","LIPNEG16JULY_44-D21_M2","LIPNEG16JULY_45-D21_M23","LIPNEG16JULY_47-D21_M8","LIPNEG16JULY_49-D21_M19","LIPNEG16JULY_50-D21_M22","LIPNEG16JULY_52-D21_M27","LIPNEG16JULY_54-D21_M20","LIPNEG16JULY_64-D21_M12","LIPNEG16JULY_68-D21_M18","LIPNEG16JULY_78-D21_M11","LIPNEG16JULY_80-D21_M13","LIPNEG16JULY_83-D21_M4","LIPNEG16JULY_87-D21_M25","LIPNEG16JULY_93-D21_M16","LIPNEG16JULY_07-D35_M4","LIPNEG16JULY_10-D35_M6","LIPNEG16JULY_13-D35_M2","LIPNEG16JULY_15-D35_M16","LIPNEG16JULY_18-D35_M12","LIPNEG16JULY_19-D35_M18","LIPNEG16JULY_24-D35_M1","LIPNEG16JULY_34-D35_M19","LIPNEG16JULY_36-D35_M23","LIPNEG16JULY_41-D35_M13","LIPNEG16JULY_55-D35_M22","LIPNEG16JULY_56-D35_M10","LIPNEG16JULY_57-D35_M11","LIPNEG16JULY_58-D35_M20","LIPNEG16JULY_59-D35_M3","LIPNEG16JULY_61-D35_M24","LIPNEG16JULY_66-D35_M21","LIPNEG16JULY_67-D35_M27","LIPNEG16JULY_72-D35_M26","LIPNEG16JULY_73-D35_M5","LIPNEG16JULY_82-D35_M15","LIPNEG16JULY_85-D35_M7","LIPNEG16JULY_86-D35_M25","LIPNEG16JULY_91-D35_M8","LIPNEG16JULY_02-D7_M7","LIPNEG16JULY_04-D7_M27","LIPNEG16JULY_05-D7_M23","LIPNEG16JULY_08-D7_M8","LIPNEG16JULY_11-D7_M18","LIPNEG16JULY_12-D7_M25","LIPNEG16JULY_14-D7_M16","LIPNEG16JULY_20-D7_M10","LIPNEG16JULY_25-D7_M19","LIPNEG16JULY_27-D7_M12","LIPNEG16JULY_38-D7_M21","LIPNEG16JULY_40-D7_M20","LIPNEG16JULY_42-D7_M6","LIPNEG16JULY_46-D7_M13","LIPNEG16JULY_51-D7_M11","LIPNEG16JULY_53-D7_M3","LIPNEG16JULY_60-D7_M2","LIPNEG16JULY_63-D7_M26","LIPNEG16JULY_69-D7_M24","LIPNEG16JULY_70-D7_M15","LIPNEG16JULY_74-D7_M22","LIPNEG16JULY_81-M1_D7","LIPNEG16JULY_84-D7_M4","LIPNEG16JULY_88-D7_M5","LIPNEG16JULY_01-M21","LIPNEG16JULY_06-M3","LIPNEG16JULY_26-M11","LIPNEG16JULY_28-M20","LIPNEG16JULY_29-M4","LIPNEG16JULY_30-M22","LIPNEG16JULY_31-M5","LIPNEG16JULY_32-M13","LIPNEG16JULY_37-M19","LIPNEG16JULY_39-M1","LIPNEG16JULY_48-M27","LIPNEG16JULY_62-M16","LIPNEG16JULY_65-M23","LIPNEG16JULY_71-M26","LIPNEG16JULY_75-M10","LIPNEG16JULY_76-M8","LIPNEG16JULY_77-M2","LIPNEG16JULY_79-M12","LIPNEG16JULY_89-M24","LIPNEG16JULY_90-M7","LIPNEG16JULY_92-M6","LIPNEG16JULY_94-M18"
"w/o MS2:LNAPE 19:1; LNAPE 2:0/n-17:1; [M-H]-"," 1.140687904"," 0.657300354"," 1.178387217","-1.237917171","-0.358991028"," 1.151083771"," 0.563205252"," 0.460112077"," 0.570252509"," 2.454715751"," 2.508763279"," 1.972569046","-0.449321955","-1.398886716"," 0.898048959","-0.424755426","-0.884340692"," 0.455187089"," 0.185687578"," 0.247506620"," 0.958819378"," 0.291445012","-1.446786531","-1.446786531","-0.191625933"," 0.450241910","-2.618183696","-0.214715100","-0.654641792","-0.517555753"," 0.808769475"," 1.047755184"," 0.931053613"," 2.390928208","-2.337058289"," 0.105746501","-0.129262396","-0.358991028","-1.783842223","-3.305747191"," 1.891855305","-1.076475526","-0.058614658"," 0.014087578"," 0.023448920","-0.378648453"," 0.247506620"," 0.325186867"," 0.794244163"," 0.498919967"," 0.045860793"," 1.381315474"," 0.171235331","-2.115683194","-0.268698207"," 0.782123357"," 0.778085376"," 1.097316384"," 0.772813648"," 2.353518303"," 1.575235837"," 0.689821534","-1.482621718"," 0.171235331","-4.803049969","-0.268698207"," 0.006614158"," 0.524025424"," 1.028577277","-0.295372160","-0.233309672"," 1.140687904"," 0.153264060","-0.454764880","-0.890155583","-1.788876017","-0.680282220"," 1.158276334","-0.233309672"," 0.641965427","-0.390167142","-0.618296141"," 0.136969645","-0.716336137"," 0.968760124"," 0.531529588","-0.469107179","-0.403168037","-0.454764880","-0.358991028","-0.971884201","-0.724591811","-1.195768446","-0.241702828"
"w/o MS2:LNAPE 19:2; LNAPE 2:0/n-17:2; [M-H]-","-0.786827570"," 0.094520931"," 0.395644189"," 0.210318990"," 1.253558853"," 1.069647460","-0.978299776","-0.741356751"," 0.527331769","-2.286368590"," 1.498636312"," 0.479605167","-3.053729521"," 0.225248988","-0.576305631","-0.208032216"," 0.193236366"," 0.490219831"," 0.011542048","-0.840810621","-3.802837285"," 0.826102371","-0.496327018"," 0.733877946","-0.213866599"," 0.409965934","-0.081566031"," 1.151113225"," 0.851458580"," 0.789781400"," 0.158427047","-0.244801280"," 0.874719481","-2.679199666"," 0.114863723"," 1.424303801"," 0.122979381"," 0.090624158","-0.023706215"," 0.509963415"," 0.907873943","-2.784025291"," 0.357980495","-0.888325771"," 0.403792639"," 0.765931382"," 0.595507759","-0.483198615","-2.196539327","-0.473801333","-1.561614991","-0.619244318"," 0.178865899","-0.148251779","-0.269816259"," 0.406883931"," 0.311242962"," 0.774848767","-1.061683742","-0.361395145","-4.269892416"," 0.677993171"," 0.644038601"," 0.556432966"," 0.808967197","-0.795645063","-1.550176972","-2.864956455"," 0.996724656","-0.624656983"," 1.322257035","-0.003858977"," 0.388752454","-3.459631220"," 1.983522966"," 1.471836184"," 1.988916268"," 2.105656050"," 1.509327775"," 1.632821102"," 1.621157784"," 1.530602205"," 1.089061322"," 0.546435430"," 0.710807756"," 1.019777667","-4.902826761"," 1.689816591"," 1.076027781"," 0.388752454"," 1.108951457"," 1.095234997"," 1.182962789","-2.023877618"
"w/o MS2:LNAPE 21:2; LNAPE 17:2/n-4:0; [M-H]-"," 0.10159788","-1.16211006"," 1.43729799","-0.45611381"," 1.13633826"," 1.88870325"," 1.53022717"," 1.67872309"," 0.54101185"," 1.95870368","-1.27663706","-1.41992865","-0.12206076"," 1.92503717","-1.11949423","-1.79304760","-1.11949423","-1.30159066"," 0.20864945","-1.65843239"," 2.74087562","-1.70491112","-2.07634103"," 0.23724026","-0.62678282","-0.69614870","-0.09493071"," 0.73612038"," 0.85022841"," 0.88199430"," 1.63669191"," 1.85795356"," 1.32652136","-1.50459966"," 0.42042622"," 0.85022841"," 0.46577046"," 0.88199430","-0.32605739","-1.55472647","-0.58091625","-0.84828421","-0.25790441"," 0.06533937","-1.42654726","-1.48918939"," 0.95069431","-1.47933952","-0.04487919","-0.07806248"," 0.70478204","-0.04487919","-0.09941409","-1.78651060"," 1.14714500","-0.04487919"," 0.41640897"," 0.88199430","-0.86742573"," 0.26396280","-1.13154261"," 0.23168021"," 1.32652136","-0.12807612"," 1.41872380","-1.89260103"," 0.57680085","-1.56292208"," 0.11278957"," 0.33213929"," 0.36614430"," 1.10621246","-2.41390964","-1.87485519"," 3.01142125"," 2.14270998"," 3.20070801"," 2.55033309"," 2.27412108"," 2.45623470"," 2.76054561"," 2.30475319"," 1.35574172","-2.06602825","-3.18078006","-1.13925128","-3.88654631","-3.36939041","-0.57352228","-2.21864929"," 2.19268939","-1.68063302","-2.19632815","-1.06625709"
"w/o MS2:LNAPE 21:4; LNAPE 3:0/n-18:4; [M-H]-","-1.19829645","-0.63769906"," 0.01233227"," 0.75339290"," 1.00837344"," 0.19101842"," 0.43662809","-0.07218616"," 0.19101842"," 1.40425484"," 0.71125755"," 0.55536163"," 0.69497489"," 0.06135810","-1.24910573","-0.22496167"," 0.30605841","-0.19945944"," 0.06135810"," 0.06135810"," 1.27983845","-0.57833695"," 0.04802816","-0.45642734","-0.46709177","-1.15858678","-0.73581332","-0.12767037","-0.05995928","-0.26353842"," 0.20992929","-0.01354216","-0.42220267"," 1.06245809","-0.76563842","-0.08314578","-0.54699638","-0.30202971","-0.48941074"," 0.63143088"," 0.54219194","-0.29254381"," 0.47038333"," 0.09217163","-0.49817178"," 0.03621396"," 0.34514753","-0.21196797","-0.04629271","-0.44544289","-1.08524857"," 1.12133844","-1.15858678","-0.38184593","-0.89432789"," 0.20992929"," 0.77891025"," 0.25003278"," 0.23712923"," 1.61422544"," 0.08286945"," 1.41912418"," 0.42190759"," 0.35847134","-0.02311854","-0.49817178"," 0.88402857","-0.81927784"," 0.29158525"," 0.27956123"," 0.75339290"," 0.90542169","-0.79003227","-0.55692936","-1.38499636","-0.71589729","-1.75820806"," 1.94294400","-0.21196797"," 1.10573044","-0.02311854","-1.20822455"," 1.07244369"," 0.16243722"," 1.13547728"," 0.17815465","-0.29254381","-0.46709177"," 0.43662809","-0.41347830","-1.73476709","-1.67810018"," 0.09217163"," 0.74199756"
"w/o MS2:LNAPE 22:5; LNAPE 2:0/n-20:5; [M-H]-"," 1.04596903"," 0.65995926","-0.95887725","-2.23416251","-1.66047384","-1.64450520","-1.01235376"," 1.17714855"," 1.01592138"," 0.86008669"," 1.02639177"," 0.38299218"," 1.42288537"," 1.65455826"," 0.77382705"," 0.56764376","-0.46044641"," 0.97690077"," 1.25384383"," 0.86363314","-0.80591784"," 0.81472633"," 1.28353899"," 1.23377743"," 0.39308878"," 1.09252570"," 1.15842084"," 0.77880453","-0.01591815"," 1.21460503"," 1.07255388","-2.98863669"," 0.79257754"," 0.92449597"," 0.98496144"," 0.23406619"," 1.75350093"," 1.68775333"," 1.24967578"," 1.37222759"," 1.74672168"," 1.35604001"," 0.68888873"," 1.23962048"," 1.44918184"," 1.33241251","-0.84914453"," 1.51942823"," 0.98942369"," 0.87330999"," 0.53412728"," 0.44431349"," 0.52029996"," 0.46709453"," 0.54778986"," 0.80156268"," 1.09252570"," 0.96000841"," 1.63782937"," 1.67127387"," 0.79257754","-0.02072984"," 1.42288537"," 1.83654603"," 0.77880453"," 1.15842084"," 1.45375963"," 1.14771812"," 2.46291686"," 1.31616551","-0.05530437"," 1.19687254","-0.52424145","-1.50914072","-1.54190305","-5.20603442","-0.92598864","-5.98681848","-3.63685380","-4.52131397","-2.38485787","-4.66794374","-1.22089816","-2.08750537","-2.33851614","-2.39556233","-2.13566910","-2.31073434","-1.66458970","-2.09480004","-1.99026890","-1.72994111","-1.25267231","-0.32885655"
"w/o MS2:LNAPE 23:3; LNAPE 3:0/n-20:3; [M-H]-"," 0.47296033","-0.42792783"," 0.67771262"," 1.23664393"," 1.13630521"," 0.83873687"," 1.23664393"," 1.48469172"," 1.43528625"," 0.81202803"," 0.36527101","-0.05618536"," 1.60606310"," 0.96015712"," 1.28548760"," 1.28097953"," 0.21295363","-0.24059791"," 1.44199912"," 0.90837861","-0.26040812"," 1.13630521"," 1.19348307","-0.32242877"," 0.85310247","-0.30753686"," 0.50832538"," 1.49363062"," 1.27389801"," 1.69213466"," 1.39910358"," 1.41420404"," 0.52399443"," 0.72183558"," 0.96824401"," 0.24179404"," 0.96824401"," 1.56577012"," 1.42725833"," 1.35928575"," 1.59784604"," 1.20544857"," 1.10305235"," 1.28097953"," 0.97395583","-0.35105161"," 1.26203703"," 1.27389801","-0.29026843"," 0.28763435"," 0.80946402"," 0.56562398","-0.60340226","-0.68940798"," 0.67423694"," 1.56577012"," 1.05860962"," 0.57121084"," 1.00336704"," 0.71127737"," 0.39757378","-0.42792783"," 1.47811270","-0.07022306"," 1.53007906"," 0.84293641"," 0.95714428"," 0.06371324"," 1.77743857"," 1.14144973","-0.10430369"," 0.96315942","-5.28728385","-2.29067556","-1.49710649","-1.62768410","-1.19260641","-1.91149267","-1.28573252","-1.44452104","-1.91761486","-1.22248643","-1.81304080","-2.36996075","-4.26476416","-4.46499664","-3.40720475","-1.30488458","-3.90087847","-4.52766286","-2.03284853","-4.66074956","-1.28573252","-3.36733347"
"w/o MS2:LNAPE 23:4; LNAPE 3:0/n-20:4; [M-H]-"," 1.06173750"," 0.56551711"," 0.67476123"," 1.13863563","-2.13695873"," 0.74216978"," 0.69822782"," 0.08413011"," 0.73226313"," 0.40560165"," 1.16827303"," 1.06173750","-2.12838962"," 0.09141107"," 0.34825886","-0.22656879"," 0.92669321","-0.03253897"," 0.48715808"," 0.12096554"," 0.96229289"," 0.06583908"," 0.37380304","-0.47328197"," 0.46285824"," 0.54368077"," 0.31808144"," 0.45160812"," 0.72236578"," 0.35659024"," 0.23306387"," 0.10074333"," 0.74951864"," 0.75812860","-0.06906025"," 0.54368077","-0.28204121"," 0.03957190"," 0.13576689"," 0.26068318"," 0.35659024"," 0.27765432"," 0.79383524"," 0.22900528"," 0.08413011"," 0.39008200"," 0.36558684"," 0.30201233"," 1.30566403"," 0.74951864"," 1.36740946"," 0.85695971"," 0.18744628"," 0.49729719"," 0.56551711"," 0.94497877"," 0.47805839"," 0.36558684"," 0.66513439"," 1.40497733","-0.94285516"," 0.27034354"," 0.47191568"," 0.51357614"," 0.21116020"," 0.23711149"," 0.93616778","-0.10310607"," 1.19645265"," 0.10074333"," 0.95184316"," 0.42328984","-1.17755005","-1.45795578","-2.22077099","-0.95933622","-2.33200738"," 0.48715808","-1.31470775","-0.25715115","-1.60780146","-1.59675496","-0.37949209","-1.70207005","-0.48605586","-0.88199583","-1.61959164","-1.42892472","-0.78333243","-1.79962855","-2.45815399","-2.12838962","-1.82093203","-0.56562109"
"w/o MS2:LNAPE 23:5; LNAPE 3:0/n-20:5; [M-H]-"," 1.00897846"," 0.71911827"," 1.72604373"," 1.28312988"," 1.30532288","-1.88160925","-1.58282993"," 1.50163610"," 1.00897846","-1.61432326"," 1.35927818"," 1.79434984"," 1.32315126"," 1.62270177"," 0.68780578"," 0.56693950","-3.05512874"," 0.46277420"," 1.31075725"," 0.92778737"," 1.88053458"," 0.59509738"," 0.93725843"," 1.23587349"," 0.37850578"," 1.29388608"," 1.31075725"," 1.06620045"," 1.67865529","-2.75093677"," 1.37509540"," 1.40312324"," 1.13752820","-0.27377319"," 0.53117373"," 1.24836236"," 1.44329753"," 1.32315126"," 0.91419033"," 0.78233283"," 1.51215403"," 1.16373470"," 0.57231091"," 1.01683891"," 1.35383178"," 1.10590173"," 1.15314461"," 1.46173111"," 0.96156747"," 1.13752820"," 1.18693741","-4.37891265"," 0.84353211"," 0.84820183"," 0.90372705"," 1.30532288"," 1.15314461","-1.66082896"," 1.57328127"," 0.07702556"," 1.70477164","-2.11645904"," 1.47289457"," 1.08237687"," 0.88377280"," 1.16373470"," 1.51215403","-2.85269274"," 2.35450806"," 1.29388608","-3.80672024"," 0.99495416","-2.15565691","-1.69905809","-3.80183997","-3.97119687","-1.26029606","-2.76234411","-1.48227548","-4.31268677","-1.59784011","-2.24149756","-1.36255277","-2.03647809","-2.05428743","-1.64832638","-1.39671989","-1.86766983","-1.86068601","-2.18009799","-2.41658866","-1.85064789","-1.20546182"," 0.20167784"
"w/o MS2:LNAPE 28:7; LNAPE 2:0/n-26:7; [M-H]-"," 0.621378165"," 0.169144725"," 1.725815086"," 2.116493302"," 1.774965413"," 1.488208792"," 1.687066457"," 1.668077848"," 1.725815086","-1.436579655","-1.386374056"," 0.636590042"," 1.866217252"," 1.725815086"," 1.231957984"," 1.385226666","-1.072511558"," 1.445732735"," 1.411722033","-1.075441068","-2.677529798"," 1.571503623"," 1.622148426","-0.804338057"," 0.289420398","-1.996682835"," 0.148025853"," 2.001152457"," 1.535352102"," 1.457191144"," 1.866217252"," 1.782519970"," 1.331330455"," 0.184733904"," 1.260742063","-0.826220794"," 1.085509234","-2.181463956"," 1.452557217"," 1.439472241"," 1.548569748"," 1.457191144","-1.965873828"," 1.420498420"," 1.379243399","-2.804330547"," 1.478911512"," 1.102537867"," 0.451760445"," 0.422686245","-2.069552257","-3.546347858"," 0.256380720"," 0.677843228"," 0.595269356"," 1.817195069"," 1.628074003"," 1.542199948"," 1.642211218"," 0.500564447"," 0.809925498","-0.727343944"," 1.093272498"," 1.519924130"," 1.488208792"," 1.427567712"," 1.542199948","-0.438543313","-2.141111294"," 1.457191144"," 0.075956244"," 1.305811213","-4.526984727","-4.222850251","-0.297597996","-0.133622897"," 0.004843732"," 0.107751593","-0.230198357","-0.071885574","-0.225800539","-0.142380470","-0.333471941","-1.121119447","-0.893676196","-3.702069792","-5.199633288","-3.720577241","-4.315071131","-3.976042934","-0.811595697","-4.432394518","-0.546932915","-4.407741551"
"w/o MS2:LNAPE 36:3; LNAPE 18:3/n-18:0; [M-H]-"," 1.91025252"," 1.23259588","-1.33351390","-2.96778953","-1.64377392","-2.66613064","-0.83246738","-2.32474210","-0.54243513","-3.39013987"," 0.13978301","-0.17388711","-1.51043325","-1.75177163","-2.98676301"," 1.35881656"," 1.25618478"," 0.64640485","-0.28169149"," 0.62660104"," 2.06258932"," 1.02897260"," 0.88426863"," 2.98838815"," 1.71940573"," 1.31191569"," 0.97712627","-2.34826367","-1.36780445","-1.44524401"," 0.02448499","-1.44943306","-1.78927301","-1.32353054"," 1.09841173"," 1.05514656"," 1.05054346"," 0.95126141","-0.12042123","-1.49747340"," 1.22725880"," 0.60145457"," 0.54633921"," 1.94391703","-2.52067922","-0.95287075","-1.66080835"," 1.14944686","-0.19224686"," 1.57805802"," 0.80309778"," 1.36873148"," 1.25618478"," 1.37422556"," 1.14944686","-1.23983672","-0.33291316","-0.45634399","-1.20149598","-1.42896694"," 3.23424121"," 2.86469445","-0.92978282"," 1.10714798","-2.48412822","-0.13859046"," 1.48087890"," 2.78665997"," 1.79057273"," 0.48181843"," 2.17759830","-0.04120562"," 2.97982067","-0.14335159","-0.32067505"," 0.11787113","-0.38404312"," 0.03591101"," 0.04838133"," 0.43260976","-0.83246738"," 0.13636770","-1.11217820"," 0.38326674"," 1.13228299","-0.92429741","-1.39685546","-0.65054492","-0.62581868","-0.62581868","-0.94307383"," 0.64640485","-1.27520281","-0.59666372"
"w/o MS2:LNAPE 37:2; LNAPE 20:2/n-17:0; [M-H]-"," 1.136619707"," 0.037755406","-1.618378341"," 1.123170523","-0.294590123"," 1.770122484"," 1.278517696","-0.037456496"," 1.229165121"," 1.202728616","-2.086586122"," 1.390929302"," 0.250902912"," 0.695729609","-0.248049006","-2.281369101","-0.484840073"," 0.091621634","-0.574812736"," 0.340828114"," 1.832610865"," 0.083310456"," 0.128842224","-0.756524719"," 0.007227362","-0.603831895","-0.311252401"," 0.464223215"," 0.475750723","-0.319528369","-0.461753401","-4.421706093"," 0.435118344"," 0.833546846","-0.143998412"," 0.364876477"," 0.142613645"," 0.512837883","-1.248306953","-1.827458520","-2.074898421","-0.473246745","-0.590446212"," 0.169895714","-0.267508378","-0.411752360"," 0.067723326"," 0.469267076"," 0.119624210"," 0.821983458","-0.064494662","-0.071759006","-1.229866776"," 0.324525457"," 0.026038531"," 1.689695851"," 0.293286520","-1.862897368","-0.579481552"," 1.922775808"," 1.966167024"," 0.501296022","-1.248306953","-0.697301476"," 0.067723326","-2.458241855","-3.013513935","-0.191353450"," 0.985691031"," 0.364876477"," 0.921047361"," 0.147132018"," 2.185710714"," 0.821983458","-0.319528369"," 1.206472416"," 1.299945327"," 1.405947934","-0.933859052"," 1.875252556"," 1.241667958"," 1.654202248"," 0.897468491"," 0.734622025"," 1.779488056","-0.841407287","-0.691511555","-1.295885124","-1.069415023","-1.500854682","-1.269268627","-0.972183803","-0.985988284"," 1.044854160"
"w/o MS2:LNAPE 37:3; LNAPE 20:3/n-17:0; [M-H]-"," 1.44082195"," 0.63325434","-1.14063856"," 0.52311729"," 0.14472131","-0.97807749","-0.16312994","-0.81274102","-1.43518735"," 0.75657287"," 1.46330630"," 0.59962821","-1.47231699","-1.90710774","-1.70314135","-0.51607123"," 1.44460628","-0.82231971","-0.63135307","-0.86638219"," 1.97512923"," 0.15493649","-1.59712312","-1.11805674"," 0.95508115","-0.33614839"," 0.32467679"," 0.26615469","-1.10585936","-0.70991741","-0.09722283"," 0.20383225","-0.17406713"," 1.33298858","-0.37926906","-1.58912030","-0.08803441","-1.60257422","-0.22579553","-0.28797298","-0.11547094","-0.90274102","-0.10781762"," 0.19005627","-2.08668865","-0.46156968","-0.40409178","-1.75480946"," 1.26196538"," 1.01409068"," 2.02754856"," 0.93591201"," 0.35678504"," 0.24334154","-0.01957763"," 0.01566421","-0.28797298"," 0.40736305"," 0.59962821","-0.04909826"," 2.04966837","-1.85986287","-0.65783165","-0.56469009","-1.80750531","-0.03364784"," 0.28451756","-0.74990214"," 1.07043771","-0.34525925"," 1.50223819","-0.07583263"," 3.45152015"," 1.64269102"," 0.78109459"," 0.81727118"," 0.06717595"," 0.73132739"," 0.92656991"," 0.74712238"," 0.32467679"," 1.24407662","-0.21057702","-0.37926906","-0.29713600"," 0.03815539"," 0.25173527","-0.42036540"," 0.19852448","-0.63135307","-0.27848291"," 0.08888867","-0.70991741"," 1.48222446"
"w/o MS2:LNAPE 39:3; LNAPE 22:3/n-17:0; [M-H]-"," 1.26146522"," 0.82828028","-2.71838787"," 0.27496807"," 0.23640487","-2.38388938","-0.44432407","-1.85594377","-0.17612674"," 0.67550729"," 1.70687390"," 1.40124761"," 1.01137537"," 0.78085392","-0.76845717"," 0.18519605"," 1.01405598"," 0.10955228"," 0.16256411","-0.29919563","-0.16011805"," 0.30340981","-0.68229754"," 0.67199282"," 1.26146522"," 0.92189059"," 0.80207975","-0.27637708","-1.14772071","-2.64337104","-2.20397970","-0.13145996","-2.55092101"," 1.13309501","-0.08371841"," 1.06820368"," 0.41447793"," 0.63011467"," 0.40757525"," 0.59348534"," 0.35277812"," 0.25267494"," 0.14096766"," 0.74954954"," 0.37220675"," 0.06210268","-0.30811037"," 0.49728846"," 1.19289015"," 0.76233720"," 1.47779436"," 0.71007301"," 0.63737652"," 0.51226510"," 0.51226510"," 0.38836482","-0.55188845","-1.96810823","-3.62148476"," 1.66709463"," 1.61913457"," 0.86971112"," 0.82828028"," 0.27496807"," 0.49002549","-0.96464982"," 0.56733891"," 0.78653074"," 1.40124761"," 0.31922461"," 1.38471183"," 0.63375118"," 2.05265917"," 1.18605128","-2.60292479","-0.85968682","-2.34281479","-3.10112181","-2.05722776","-0.92497522","-2.23716140","-0.36448685","-1.29285757","-0.27637708"," 1.07749392"," 0.56087625","-0.06243017","-0.31609381"," 0.25267494","-0.48092451","-1.05333324"," 0.40757525","-0.45163840"," 1.50816469"
"w/o MS2:LNAPE 42:2; LNAPE 20:1/n-22:1; [M-H]-","-1.65253072","-0.25531808"," 2.76451348"," 3.62542918"," 2.95821761"," 2.80157812"," 3.05710499"," 2.74228464"," 3.36568600"," 1.68140608"," 1.28271301","-0.15955231"," 0.48583760"," 3.07918224","-1.37168518","-2.66819883","-2.21791239","-1.55065094","-1.25391052","-0.76809867"," 0.07741139","-0.78851077","-0.90078509"," 0.08289142"," 0.19261873"," 0.59414700"," 0.59138729"," 3.43859484"," 3.42999400"," 3.31840003"," 2.08476029"," 3.06205485"," 3.26337435"," 0.26282697","-1.28393727","-0.48323621","-1.05191327","-1.62104080","-0.89070344","-0.93942059","-2.96378930","-0.27731002","-0.57504704","-0.54678898","-1.96731820","-3.61632050","-1.51526791","-1.41099768","-0.93942059","-0.49303543"," 0.56729764","-1.28876312","-0.37734164","-0.09015856","-0.94444855"," 3.22477263"," 3.31840003"," 2.99025604"," 1.68549326","-0.27731002"," 0.52179135"," 0.05116460","-2.66819883","-0.87780108","-2.42093343","-1.67257146","-2.37657535","-1.07257668"," 0.03097818","-0.65411383","-2.64083358","-0.41081358","-1.33687135","-1.70632304"," 0.92486135"," 1.73951152"," 1.74789512"," 1.97855670"," 1.69865212"," 1.25004612"," 0.76198107"," 1.35105845","-1.01441494","-0.93442496","-2.08535199","-1.11141558","-1.10176929","-0.96331962","-0.94444855","-1.95818421","-1.13612055","-1.08273242","-1.55737414","-3.21723913"
"w/o MS2:LNAPS 18:1; LNAPS 2:0/n-16:1; [M-H]-"," 0.76616089"," 0.25673220"," 1.38892161"," 1.53492742"," 0.22122886","-0.84234968"," 0.69113732"," 0.34926512"," 2.01408703"," 2.36081776"," 0.49090786"," 1.65018634","-2.42360541","-0.89608667","-1.39702154","-0.69469305"," 0.91863049"," 1.14627505","-1.59498508"," 0.84028619"," 2.01408703","-2.50102797"," 0.03944873"," 5.54914526"," 0.23550865"," 0.02363687"," 1.36317410"," 0.36830111","-1.27572214","-0.51374483"," 1.55863184","-1.05356660"," 0.90362830"," 0.95450455"," 0.45927328"," 2.13705323"," 0.54269157","-0.31233207"," 1.72163336","-1.50282763","-1.32503306","-0.26609442"," 0.66054672","-2.88359623","-0.60924933","-3.06595914","-1.55297033","-1.21876415"," 1.33903886"," 0.94845427"," 0.41632054"," 0.14732316","-0.54026885"," 0.75230578"," 0.39392267"," 0.01047713","-2.21084963"," 2.23127636"," 1.66385523"," 1.09874930","-0.10401751","-0.50860801","-0.23474556"," 2.25662478","-0.28346434","-0.56011130"," 0.50131834"," 1.51286052"," 0.86837267"," 0.73163895"," 2.66663632"," 1.31576550"," 1.82055639","-0.46869004","-2.30307294","-0.16384312","-2.06569648","-1.83715691","-1.42459068","-1.91188873","-2.02385514","-1.59498508","-0.91556428","-2.26717303","-1.48442378"," 0.01047713","-1.54497918","-1.00376314","-0.67737112","-1.27572214","-0.58359088","-0.93277944","-1.01479264"," 2.01883065"
"w/o MS2:LNAPS 19:1; LNAPS 2:0/n-17:1; [M-H]-","-0.21105174"," 0.47899933"," 0.47177139"," 0.99243753"," 0.67198734"," 0.72399612"," 0.80125869"," 0.69182026"," 0.57401245"," 1.08201470"," 1.08201470"," 0.73471896"," 1.38564763"," 1.05293544"," 0.51035574"," 0.96511566"," 1.38564763"," 1.00712983"," 0.70306928"," 0.70306928"," 1.31238481"," 0.58512163"," 0.83802649"," 0.99243753"," 0.05079073"," 0.24096407"," 0.39755164"," 0.87593497"," 0.66022041"," 0.80125869"," 0.66022041"," 0.83802649"," 0.45540740"," 0.92567380"," 0.54407313"," 0.96511566"," 0.54407313"," 0.79166834"," 0.69182026"," 0.83802649"," 0.91596126"," 0.67198734"," 0.91596126"," 0.57401245"," 0.68262208"," 0.95457285"," 0.73471896"," 0.82438104","-0.90308900","-0.02950651"," 0.32031705"," 0.30463181"," 0.29608083"," 0.51890796"," 0.36861023"," 0.61400279"," 0.24096407"," 0.58512163"," 0.61400279"," 0.99243753"," 0.74516966"," 0.64950432"," 0.74516966"," 0.71415784"," 0.62662608"," 0.74516966"," 1.02079644"," 0.97827585"," 1.08201470"," 0.51890796"," 1.29582915"," 0.61400279","-4.06823505","-2.97229336","-2.24577856","-6.23771345","-2.06923137","-1.76472839","-2.37048327","-1.20596924","-2.36226155","-1.78087443","-2.06231566","-2.41459800","-1.10033784","-1.31674331","-1.69247763","-1.60454616","-1.85100748","-2.50258339","-1.78087443","-1.45646468","-1.66220144","-3.22635012"
